ID,filename,source,filetype,band_abbrev,abbrev_type,band,thedate,date_format,date_right_after_band,score
587559.html,ph2016.07.09.mg21.set01t01.flac,Etree,flac,ph,canonical,Phish,2016-07-09 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
587562.html,ph2016.07.09.mkh8060.set02.t01.dwd.flac,Etree,flac,ph,canonical,Phish,2016-07-09 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
587572.html,The Nth Power 7-9-1601.flac,Etree,flac,the nth power,assigned,The Nth Power,2016-07-09 00:00:00,byhand,False,2
567724.html,bbking20050904.01.instrumental.flac,DimeaDozen,flac,bbking,assigned,B.B. King,2005-09-04 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566485.html,01 dori theme 06-35.flac,DimeaDozen,flac,dori,assigned,Dori,2035-06-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567702.html,AnekdotenLoreley20160715_tr01.flac,DimeaDozen,flac,anekdoten,assigned,Anekdoten,2016-07-15 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566488.html,101 vh 5-7-08 You really Got Me.flac,DimeaDozen,flac,vh,assigned,Van Halen,2008-05-07 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
566438.html,Hawkwind-20070624_disc1track01.flac,DimeaDozen,flac,hawkwind,assigned,Hawkwind,2007-06-24 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587540.html,phish2016-07-08.elam260.ck8.f8.d2t02.flac,Etree,flac,phish,incorrect,,2016-07-08 00:00:00,yyyy-mm-dd,True,2
587582.html,deadfeat2016-04-23s1t01.mk41.nolamule.flac,Etree,flac,deadfeat,incorrect,,2016-04-23 00:00:00,yyyy-mm-dd,True,2
587583.html,The London Souls 2-6-16.flac,Etree,flac,the london souls,assigned,The London Souls,2016-02-06 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567696.html,MostlyAutumnLoreley20160715_tr01.flac,DimeaDozen,flac,mostlyautumn,assigned,Mostly Autumn,2016-07-15 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567740.html,america19860824.01.tin man.flac,DimeaDozen,flac,america,assigned,America,1986-08-24 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566506.html,TheJayhawks-2016-07-Track01.flac,DimeaDozen,flac,thejayhawks,assigned,The Jayhawks,2016-07-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
566423.html,AvantasiaLoreley20160611_tr01.flac,DimeaDozen,flac,avantasia,assigned,Avantasia,2016-06-11 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
587588.html,Marcus King Band 7-10-1601.flac,Etree,flac,marcus king band,assigned,The Marcus King Band,2016-07-10 00:00:00,byhand,False,2
587663.html,PL&amp;F 2016-07-12 set one01.flac,Etree,flac,pl&amp;f,incorrect,,2016-07-12 00:00:00,yyyy-mm-dd,False,2
567301.html,BUDDY GUY 7-22-16 01.flac,DimeaDozen,flac,buddy guy,assigned,Buddy Guy,2016-07-22 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587762.html,nrps20151231.01.tuning intro.flac,Etree,flac,nrps,assigned,New Riders of the Purple Sage,2015-12-31 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
587727.html,"Phish 2016-07-16 George,Wa t12 Bathtub Gin.flac",Etree,flac,phish,incorrect,,2016-07-16 00:00:00,yyyy-mm-dd,False,2
566613.html,Dawes 20160713 01 entrance.flac,DimeaDozen,flac,dawes,assigned,Dawes,2016-07-13 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587452.html,gd1975-03-xxt01.flac,Etree,flac,gd,canonical,Grateful Dead,1975-03-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
27b5823ccebd72da0c4816eccef6be226b3924e8,widespreadpanic2016-06-21t01.cm300s.cp1s.16bit.flac,LosslessLegs,flac,widespreadpanic,incorrect,,2016-06-21 00:00:00,yyyy-mm-dd,True,2
567239.html,BECK 7-22-16 Region 08.flac,DimeaDozen,flac,beck,assigned,Beck,2016-07-22 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
127194.html,dc&gn20110506.02.i used to be a king.flac,TradersDen,flac,dc&gn,assigned,Dead & Company,2011-05-06 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
587725.html,DeadandCompany20160715S01T01.flac,Etree,flac,deadandcompany,assigned,Dead & Company,2016-07-15 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
587726.html,DeadandCompany20160716S01T01.flac,Etree,flac,deadandcompany,assigned,Dead & Company,2016-07-16 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567642.html,SB1995-Apr-28_01.flac,DimeaDozen,flac,sb,assigned,Seismic,1995-01-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566626.html,Joao Gilberto 20010708 Paris01.flac,DimeaDozen,flac,joao gilberto,assigned,Jo?o Gilberto,2001-07-08 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587679.html,ss20151231.01.midnight hour.flac,Etree,flac,ss,canonical,Stockholm Syndrome,2015-12-31 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567641.html,LionShepherd_20160715_tr01.flac,DimeaDozen,flac,lionshepherd,assigned,Lion Shepherd,2016-07-15 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
566264.html,"Paul McCartney - July 10, 2016 - t01.flac",DimeaDozen,flac,paul mccartney,assigned,Paul McCartney,2016-07-10 00:00:00,byhand,False,2
567639.html,02 RRK_Village_Vanguard_75-0103 U T.flac,DimeaDozen,flac,rrk,assigned,Red Red Krovvy,1975-01-03 00:00:00,byhand,False,2
587749.html,phish2016-07-18d02t06.flac,Etree,flac,phish,incorrect,,2016-07-18 00:00:00,yyyy-mm-dd,True,2
566252.html,Casting Crowns Royals Stadium Kansas City Missouri July 9th 201601.flac,DimeaDozen,flac,casting crowns,assigned,Casting Crowns,2016-07-09 00:00:00,byhand,False,2
567310.html,phish2016-07-23s1t01.flac,DimeaDozen,flac,phish,incorrect,,2016-07-23 00:00:00,yyyy-mm-dd,True,2
567847.html,TR 20160709 01 intro.flac,DimeaDozen,flac,tr,canonical,Tim Reynolds,2016-07-09 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587759.html,phish2016-07-19d02t01.flac,Etree,flac,phish,incorrect,,2016-07-19 00:00:00,yyyy-mm-dd,True,2
587716.html,Phish1995-11-30trk12.flac,Etree,flac,phish,incorrect,,1995-11-30 00:00:00,yyyy-mm-dd,True,2
127198.html,bbking20050904.02.instrumental.flac,TradersDen,flac,bbking,assigned,B.B. King,2005-09-04 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566610.html,Jam_19820925_Liverpoolmc201.flac,DimeaDozen,flac,jam,assigned,The Jam,1982-09-25 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587454.html,The London Souls 1-30-1601.flac,Etree,flac,the london souls,assigned,The London Souls,2016-01-30 00:00:00,byhand,False,2
567790.html,Steel Pulse2016-07.26.aud.mk4.petaluma.flac16 01.flac,DimeaDozen,flac,steel pulse,assigned,Steel Pulse,2016-07-22 00:00:00,byhand,True,2
566558.html,EC 20160713 01. Big Tears.flac,DimeaDozen,flac,ec,assigned,Exit Clov,2016-07-13 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567795.html,Rob Brown Quartet jpc clemente ny 20120409 .flac,DimeaDozen,flac,rob brown quartet,assigned,The Rob Brown Quartet,2012-04-09 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567663.html,CS20080301t01.flac,DimeaDozen,flac,cs,assigned,Captain Soularcat,2008-03-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567662.html,bob collins + full nelson_2016_07_23_rochesterr_track_04.flac,DimeaDozen,flac,bob collins + full nelson,assigned,Bob Collins & Full Nelson,2016-07-23 00:00:00,byhand,False,2
587682.html,ss20151231.01.midnight hour.flac,Etree,flac,ss,canonical,Stockholm Syndrome,2015-12-31 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566331.html,jj_121106_berlin_16_tr01.flac,DimeaDozen,flac,jj,canonical,Jack Johnson,2006-12-11 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
566329.html,Ministry_Riviera_10-3-1988_D3_D3Mic_T01.flac,DimeaDozen,flac,ministry,assigned,Ministry,1988-10-03 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587686.html,dead&amp;co2016.07.15.mg21.set01t01.flac,Etree,flac,dead&amp;co,assigned,Dead & Company,2016-07-15 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566321.html,DZ 20160708 01 stage entrance-instrumental.flac,DimeaDozen,flac,dz,assigned,Dweezil Zappa,2016-07-08 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
566316.html,Adrian Belew Power Trio - 2014 10 31 Cleveland OH USA - 20 Adrian Belew Speaking &amp; Chatter.flac,DimeaDozen,flac,adrian belew power trio,assigned,Adrian Belew Power Trio,2014-10-31 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587864.html,widespreadpanic2016-06-22t01.cm100s.cp1s.16bit.flac,Etree,flac,widespreadpanic,incorrect,,2016-06-22 00:00:00,yyyy-mm-dd,True,2
567810.html,01 Taktlos 2016 - Matthew Shipp.flac,DimeaDozen,flac,matthew shipp,assigned,Matthew Shipp,2016-01-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567649.html,claim_2016_07_23_rochester_track_20.flac,DimeaDozen,flac,claim,assigned,The Claim,2016-07-23 00:00:00,byhand,False,2
587701.html,Wilco2016.10.07.01.flac,Etree,flac,wilco,canonical,Wilco,2016-10-07 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567246.html,Jam_19820921_Shepton_Mallet_MC_pc01.flac,DimeaDozen,flac,jam,assigned,The Jam,1982-09-21 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567645.html,Subsignal_20160715_tr01.flac,DimeaDozen,flac,subsignal,assigned,Subsignal,2016-07-15 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587863.html,widespreadpanic2016-06-22t01.cm100s.cp1s.cm300.cp2.mtx.16bit.flac,Etree,flac,widespreadpanic,incorrect,,2016-06-22 00:00:00,yyyy-mm-dd,True,2
566466.html,Hawkwind-19951028_d1 - Track01.flac,DimeaDozen,flac,hawkwind,assigned,Hawkwind,1995-10-28 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
566144.html,The_Jam_The_Tube_19821105_16bit01.flac,DimeaDozen,flac,the jam,assigned,The Jam,1982-11-05 00:00:00,byhand,False,2
567574.html,SS19900407t01.flac,DimeaDozen,flac,ss,canonical,Stockholm Syndrome,1990-04-07 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565823.html,RageLoreley20160610_tr01.flac,DimeaDozen,flac,rage,assigned,Rage,2016-06-10 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565970.html,"01 The Waterboys Warsaw, Poland, June 6 2016 Destinies Entwined.flac",DimeaDozen,flac,the waterboys,assigned,The Waterboys,2016-01-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567379.html,JOE WALSH 7-23 16 01.flac,DimeaDozen,flac,joe walsh,assigned,Joe Walsh,2016-07-23 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
566893.html,FaunFables-20160717-12-born-of-the-sun.flac,DimeaDozen,flac,faunfables,assigned,Faun Fables,2016-07-17 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567549.html,DeadCo-20160727_0101.flac,DimeaDozen,flac,deadco,assigned,Dead & Company,2016-07-27 00:00:00,byhand,False,2
565553.html,U2 1997-6-27 Chicago t01.flac,DimeaDozen,flac,u2,assigned,U2,1997-06-27 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567090.html,David Gilmour - 2016 07 18 Wiesbaden DE - 15 David Speaking - Chatter.flac,DimeaDozen,flac,david gilmour,assigned,David Gilmour,2016-07-18 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
565818.html,LeavesEyesLoreley20160610_tr01.flac,DimeaDozen,flac,leaveseyes,assigned,Leaves' Eyes,2016-06-10 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
126880.html,SSJ 88101.flac,TradersDen,flac,ssj,assigned,Southside Johnny,1988-10-01 00:00:00,byhand,False,2
567500.html,arcs20160726_01.flac,DimeaDozen,flac,arcs,assigned,The Arcs,2016-07-26 00:00:00,byhand,True,2
126977.html,gaf20011101.02.slip away.flac,TradersDen,flac,gaf,assigned,Gregg Allman &Friends,2001-11-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
126870.html,primus20101008.01.intro.flac,TradersDen,flac,primus,assigned,Primus,2010-10-08 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565664.html,EC 053116 210.flac,DimeaDozen,flac,ec,assigned,Exit Clov,2016-05-31 21:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
566791.html,LS20160429t01.flac,DimeaDozen,flac,ls,canonical,Leftover Salmon,2016-04-29 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565799.html,DoroLoreley20160610_tr01.flac,DimeaDozen,flac,doro,assigned,Doro,2016-06-10 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566902.html,IT19870809t01.flac,DimeaDozen,flac,it,assigned,In Transit,1987-08-09 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566783.html,"Demiricous - July 15, 2016 - t01.flac",DimeaDozen,flac,demiricous,assigned,Demiricious,2016-07-15 00:00:00,byhand,False,2
126851.html,mountain20021004.01.blood of the sun.flac,TradersDen,flac,mountain,assigned,Mountain,2002-10-04 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567117.html,ot1986-06-xx-tigers-t01.flac,DimeaDozen,flac,ot,assigned,One Time,1986-06-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567362.html,Hawkwind-20080726_d1_track01.flac,DimeaDozen,flac,hawkwind,assigned,Hawkwind,2008-07-26 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
126984.html,gaf19990529.02.hot lanta.flac,TradersDen,flac,gaf,assigned,Gregg Allman &Friends,1999-05-29 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565793.html,GORDON GATTON MFP 6 27 8101.flac,DimeaDozen,flac,gordon gatton,assigned,Gordon Gatton,1981-06-27 00:00:00,byhand,False,2
566023.html,sting-2015070801-t01.flac,DimeaDozen,flac,sting,assigned,Sting,2016-07-08 00:00:00,byhand,False,2
f6f2f8bee86d38cc3b628b493c4dae3351421c45,phish2016-07-22.s1t01.flac,LosslessLegs,flac,phish,incorrect,,2016-07-22 00:00:00,yyyy-mm-dd,True,2
567572.html,len price 3_2016_07_22_chatham_track_18.flac,DimeaDozen,flac,len price,assigned,Len Price,2016-07-22 00:00:00,byhand,False,2
566968.html,TP20160528t01.flac,DimeaDozen,flac,tp,assigned,Tristan Prettyman,2016-05-28 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
4d54671715bb91c699cfb6b22fac6664b45a14a7,phish2016-07-22.s1t01.flac,LosslessLegs,flac,phish,incorrect,,2016-07-22 00:00:00,yyyy-mm-dd,True,2
566766.html,BB20160304t01.flac,DimeaDozen,flac,bb,assigned,Brother Bean,2016-03-04 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566034.html,Ralph_Stanley-1978-xx-xx-Gettysburg-tr01.flac,DimeaDozen,flac,ralph_stanley,assigned,Ralph Stanley,1978-01-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
126967.html,rt19861107.01.too rolling stoned.flac,TradersDen,flac,rt,assigned,Robin Trower,1986-11-07 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565966.html,01 tribute to keith jarrett 11-39.flac,DimeaDozen,flac,keith jarrett,assigned,Keith Jarrett,2039-11-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
566892.html,FaunFables-20160717-12-born-of-the-sun.flac,DimeaDozen,flac,faunfables,assigned,Faun Fables,2016-07-17 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567431.html,01 the three marias 11-37.flac,DimeaDozen,flac,the three marias,assigned,The Three Marias,2037-11-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
565877.html,mountain20021004.01.blood of the sun.flac,DimeaDozen,flac,mountain,assigned,Mountain,2002-10-04 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
126933.html,DZ 20160708 01 stage entrance-instrumental.flac,TradersDen,flac,dz,assigned,Dweezil Zappa,2016-07-08 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
565889.html,DADLoreley20160611_tr01.flac,DimeaDozen,flac,dad,assigned,D.A.D.,2016-06-11 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565891.html,NickCave_Metro_Feb18-1989_D6_909_T01.flac,DimeaDozen,flac,nickcave,assigned,Nick Cave,1989-02-18 00:00:00,byhand,True,2
567023.html,TL20160528t01.flac,DimeaDozen,flac,tl,assigned,Toby Lightman,2016-05-28 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
3c39e32bf0918ec3190ecda08442eba0d8b2faa8,1997June22BeauSolielD1tr01.flac,LosslessLegs,flac,beausoliel,assigned,Beau Soleil,1997-01-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
c2b7c10aa42aa6f55c8537ece72ed5726ae6b1b3,DeadCo.Irvine.7.26.16.01.flac,LosslessLegs,flac,deadco,assigned,Dead & Company,2016-07-26 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
565868.html,EluveitieLorley20160610_tr01.flac,DimeaDozen,flac,eluveitie,assigned,Eluveitie,2016-06-10 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
126914.html,jwalsh19880629.01.welcome to the club.flac,TradersDen,flac,jwalsh,assigned,Joe Walsh,1988-06-29 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565923.html,VM - Hamburg July 5th 1997_Disc 02 Track 02.flac,DimeaDozen,flac,vm,assigned,The Virginmarys,1997-07-05 00:00:00,byhand,False,2
567053.html,21Ramones1981Aug20SCruzCivic.flac,DimeaDozen,flac,ramones,assigned,The Ramones,1981-01-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
565929.html,01 prometheus 06-31.flac,DimeaDozen,flac,prometheus,assigned,Prometheus,2006-03-01 00:00:00,byhand,False,2
567402.html,NickCave_Metro_9-20-90_D6_909_T01.flac,DimeaDozen,flac,nickcave,assigned,Nick Cave,1990-09-20 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
346cbc99618df8022691280b62fdd4aa7189a021,DeadandCo20160628S01T01.flac,LosslessLegs,flac,deadandco,assigned,Dead & Company,2016-06-28 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566890.html,19780214_Jam_Paris_mc01.flac,DimeaDozen,flac,jam,assigned,The Jam,1978-02-14 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567507.html,00_boris20160726.flac,DimeaDozen,flac,boris,assigned,Boris,2016-07-26 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
567064.html,20030923_Radiohead_Shoreline_25 Everything In Its Right Place.flac,DimeaDozen,flac,radiohead,assigned,Radiohead,2003-09-23 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
565574.html,widespreadpanic2016-06-19t01.cm300s.cp1s.16bit.flac,DimeaDozen,flac,widespreadpanic,incorrect,,2016-06-19 00:00:00,yyyy-mm-dd,True,2
565572.html,widespreadpanic2016-06-17t01.cm300s.cp1s.16bit.flac,DimeaDozen,flac,widespreadpanic,incorrect,,2016-06-17 00:00:00,yyyy-mm-dd,True,2
565569.html,widespreadpanic2016-06-21t01.cm300s.cp1s.16bit.flac,DimeaDozen,flac,widespreadpanic,incorrect,,2016-06-21 00:00:00,yyyy-mm-dd,True,2
566885.html,dm20080229.01.world in changes.flac,DimeaDozen,flac,dm,canonical,Dave Matthews (solo),2008-02-29 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
587865.html,widespreadpanic2016-06-22t01.cm300s.cp2s.16bit.flac,Etree,flac,widespreadpanic,incorrect,,2016-06-22 00:00:00,yyyy-mm-dd,True,2
9dcbebcd323cf01be15181e37715185fed853e12,DeadandCompany20160626S01T01.flac,LosslessLegs,flac,deadandcompany,assigned,Dead & Company,2016-06-26 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565954.html,"EHG - April 29, 2016 - t01.flac",DimeaDozen,flac,ehg,assigned,Eyehategod,2016-04-29 00:00:00,byhand,False,2
565830.html,SonataArcticaLoreley20160610_tr01.flac,DimeaDozen,flac,sonataarctica,assigned,Sonata Arctica,2016-06-10 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
d8708f6e30137a07f7849e431d08e1999c61e62c,gd81-3-9d1t01.shn,LosslessLegs,shn,gd,canonical,Grateful Dead,1981-03-09 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567394.html,Spirit1986-May-FM(1st-gen)T04.flac,DimeaDozen,flac,spirit,assigned,Spirit,1986-01-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565962.html,AS20160506t01.flac,DimeaDozen,flac,as,assigned,Acoustic Syndicate,2016-05-06 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
565679.html,Enchant-20050402-A02.flac,DimeaDozen,flac,enchant,assigned,Enchant,2005-04-02 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
565518.html,slb 1990.07.13-01.flac,DimeaDozen,flac,slb,assigned,Scott Law,1990-07-13 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
565781.html,BOB16070305.flac,DimeaDozen,flac,bob,assigned,Breathe Owl Breathe,2016-07-03 00:00:00,byhand,True,2
587912.html,Rich Robinson 7-28-16 1st Set01.flac,Etree,flac,rich robinson,assigned,Rich Robinson,2016-07-28 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
c2848ee1d4f0d1b2c188154fdb7b1a2a02bd6abd,widespreadpanic2016-06-22t01.cm100s.cp1s.cm300.cp2.mtx.16bit.flac,LosslessLegs,flac,widespreadpanic,incorrect,,2016-06-22 00:00:00,yyyy-mm-dd,True,2
587339.html,The London Souls 2-19-1601.flac,Etree,flac,the london souls,assigned,The London Souls,2016-02-19 00:00:00,byhand,False,2
587342.html,js20151231.01.jungle in my heart.flac,Etree,flac,js,assigned,Jefferson Starship,2015-12-31 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567587.html,Udo Lindenberg - 2016 07 27 Gronau DE - 09 Udo Lindenberg spricht.flac,DimeaDozen,flac,udo lindenberg,assigned,Udo Lindenberg,2016-07-27 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
587893.html,phish2016-07-23t01.flac,Etree,flac,phish,incorrect,,2016-07-23 00:00:00,yyyy-mm-dd,True,2
566104.html,"Bob Dylan - June 25, 2016 - t01.flac",DimeaDozen,flac,bob dylan,assigned,Bob Dylan,2016-06-25 00:00:00,byhand,False,2
126804.html,mh20040805.01.intro.flac,TradersDen,flac,mh,assigned,Mother Hips,2004-08-05 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
127174.html,DeadCo-20160727_0101.flac,TradersDen,flac,deadco,assigned,Dead & Company,2016-07-27 00:00:00,byhand,False,2
566114.html,"Mavis Staples - June 25, 2016 - t01.flac",DimeaDozen,flac,mavis staples,assigned,Mavis Staples,2016-06-25 00:00:00,byhand,False,2
127017.html,"dm20080229.02.let it go, let it flow.flac",TradersDen,flac,dm,canonical,Dave Matthews (solo),2008-02-29 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
567336.html,YLT_Metro_9-15-90_D6_909_T01.flac,DimeaDozen,flac,ylt,assigned,Yo La Tengo,1990-09-15 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
126799.html,ga&rd19910601.02.chain gang.flac,TradersDen,flac,ga&rd,assigned,Georgia Avenue & Ratdog,1991-06-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",True,2
566119.html,01-The Passenger-Iggy Pop-Isle of Wight 2016.flac,DimeaDozen,flac,iggy pop,assigned,Iggy Pop,2016-01-01 00:00:00,"2 or 4 digit year, separator, 1 or 2 digit month, separator, 1 or 2 digit day",False,2
